Facility,Date,Actual_Departures,Actual_Arrivals,Departure_Cancellations,Arrival_Cancellations,Departure_Diversions,Actual_Diversions,On_Time_Arrivals,Perc_On_Time_Gate_Deps,Perc_On_Time_Gate_Arrs,Avg_Gate_Departure,Avg_Gate_Arrival,Avg_Block_Delay,Avg_Taxi_Out_Time,Avg_Taxi_In_Time,Delayed_Arrivals,Avg_Delay_per_Delayed
MCO,18-Oct,10951,10951,36,44,19,11,9242,84.87,84.39,10.22,10.38,2.48,15.28,9.07,1709,59.91
MCO,18-Nov,11382,11392,51,62,22,15,8912,78.69,78.23,14.26,13.9,4.11,15.41,9.1,2480,57.92
MCO,18-Dec,12284,12277,65,76,25,29,9544,77.65,77.74,15.91,14.96,4.18,15.58,9.72,2733,61.59
MCO,19-Jan,11837,11850,184,185,24,7,9624,81.86,81.22,12.17,11.91,3.39,15.08,9.35,2226,57.69
MCO,19-Feb,10759,10755,183,193,21,14,8428,76.74,78.36,17.48,15.3,3.42,15.75,9.39,2327,65.92
Sub-Total for MCO,,1889408,1891072,19184,18784,4931,3682,1514767,81.09,80.1,12.42,12.3,3.48,14.11,7.46,376305,55.44
MDW,3-Jun,7007,7008,38,47,23,6,6057,83.2,86.43,8.11,7.32,2.46,14.83,5.89,951,45.18
MDW,3-Jul,7210,7186,59,62,30,51,5655,75.26,78.69,16.61,14.61,5.35,17.31,6.18,1531,62.7
MDW,3-Aug,7164,7187,77,77,34,13,6035,81.13,83.97,11.81,10.71,3.4,15.69,5.76,1152,59.57
MDW,3-Sep,7127,7141,70,70,22,9,6509,88.51,91.15,5.75,5.06,2.16,14.92,5.94,632,46.26
MDW,3-Oct,7624,7617,34,45,9,3,6748,87.43,88.59,6.13,6.26,2.87,14.32,5.6,869,42.04
MDW,3-Nov,7066,7041,126,110,11,55,5727,81.3,81.34,11.14,12.86,5.31,15.2,6.3,1314,61.93
MDW,3-Dec,7347,7350,112,115,9,7,6050,80.03,82.31,9.7,9.5,3.45,15.06,6.11,1300,45.28
MDW,4-Jan,7337,7311,249,225,13,61,5630,77.09,77.01,14.46,16.1,7.01,15.91,7.45,1681,62.96
MDW,4-Feb,7101,7097,132,130,10,14,5930,83.17,83.56,8.12,8.36,3.39,14.49,5.88,1167,42.02
MDW,4-Mar,7722,7704,80,90,8,18,6278,80.89,81.49,9.48,9.15,3.9,14.54,5.84,1426,40.84
MDW,4-Apr,7548,7552,28,34,12,2,6402,83.44,84.77,7.58,7.76,3.1,14.47,5.38,1150,40.23
MDW,4-May,7653,7654,53,52,20,23,5807,74.02,75.87,15.68,14.86,5.13,18.53,5.76,1847,55.55
MDW,4-Jun,7716,7721,35,40,16,6,5685,73.08,73.63,14.78,14.98,5.09,17.19,5.78,2036,50.35
MDW,4-Jul,7839,7832,75,77,13,18,5801,70.53,74.07,17.69,16.24,5,17.95,6.04,2031,56.61
MDW,4-Aug,7980,7977,83,85,13,13,6330,76.79,79.35,12.84,12.6,4.36,16.14,5.62,1647,53.72
MDW,4-Sep,7287,7294,129,133,13,3,6576,88.4,90.16,5.68,5.18,1.84,14.1,5.13,718,42.53
MDW,4-Oct,7704,7708,36,34,6,5,6643,83.87,86.18,7.14,6.62,2.51,14.77,5.01,1065,37.43
MDW,4-Nov,7221,7211,41,37,1,21,5988,81.62,83.04,10.69,10.17,3.91,14.29,6.04,1223,51.09
MDW,4-Dec,7429,7413,115,100,5,36,5689,72.34,76.74,14.5,13.37,3.75,13.93,5.83,1724,50.7
MDW,5-Jan,6892,6841,259,252,16,73,5249,75.51,76.73,14.31,13.62,5.46,14.93,5.65,1592,52.31
MDW,5-Feb,6204,6210,77,78,6,3,5276,82.85,84.96,8.53,8.18,2.41,11.69,4.98,934,46.09
MDW,5-Mar,7319,7306,72,86,6,6,5983,77.48,81.89,12.77,11.15,2.6,12.1,4.86,1323,54.53
MDW,5-Apr,7442,7446,36,37,2,1,6720,87.52,90.25,5.68,5.35,1.54,11.76,4.41,726,42.86
MDW,5-May,7919,7911,34,40,8,8,7023,84.22,88.78,7.36,6.35,1.76,12.02,4.5,888,45.79
MDW,5-Jun,7971,7970,44,47,14,14,6490,76.36,81.43,13.79,11.31,2.53,13.71,4.87,1480,54.56
MDW,5-Jul,8380,8368,50,59,23,27,6437,69.21,76.92,19.61,16.16,3.3,15.06,4.96,1931,64.96
MDW,5-Aug,8537,8554,60,61,24,6,7170,77.85,83.82,11.37,9.25,1.99,12.99,4.67,1384,49.92
MDW,5-Sep,7930,7928,41,50,9,4,6993,83,88.21,7.85,6.26,1.75,13.23,4.77,935,43.85
MDW,5-Oct,8183,8186,81,88,5,1,7068,78.92,86.34,10.16,7.57,1.76,12.27,4.87,1118,46.07
MDW,5-Nov,7649,7647,66,68,9,10,6538,79.24,85.5,9.8,7.62,1.94,11.89,4.94,1109,44.11
MDW,5-Dec,7706,7660,271,219,5,85,5922,67.83,77.31,15.12,12.52,3.14,12.08,5.43,1738,48.31
MDW,6-Jan,8069,8093,119,121,14,16,6926,80.16,85.58,10.15,7.93,1.99,11.05,5.14,1167,47.71
MDW,6-Feb,7348,7334,122,121,11,27,5834,72.9,79.55,14.14,11.13,3.13,11.37,5.77,1500,47.59
MDW,6-Mar,8415,8391,66,69,18,46,6890,73.83,82.11,13.32,9.92,2.63,11.93,4.75,1501,48.03
MDW,6-Apr,8122,8023,51,51,10,83,6327,72.32,78.86,15.4,11.84,3.11,11.97,4.86,1696,48.73
MDW,6-May,8435,8402,56,56,11,42,6523,70.09,77.64,16.12,13.04,3.25,12.93,4.87,1879,51.39
MDW,6-Jun,8404,8423,60,70,31,33,6111,64.56,72.55,20.84,17.27,3.43,13.14,4.85,2312,57.34
MDW,6-Jul,8645,8726,70,76,29,22,6578,67.9,75.38,21.42,17.42,3.27,13.26,5.08,2148,64.85
MDW,6-Aug,8812,8819,104,105,17,44,7072,73.83,80.19,15.73,12.16,2.73,13.24,4.55,1747,55.1
MDW,6-Sep,8108,8099,74,86,12,14,6448,76.67,79.61,13.77,11.94,3.54,12.79,4.75,1651,52.37
MDW,6-Oct,8621,8544,100,92,11,41,6841,74.04,80.07,13.55,10.95,3.53,12.54,4.66,1703,47.22
MDW,6-Nov,8234,8211,86,93,10,27,6857,79.43,83.51,12,9.06,2.64,11.7,5.12,1354,47.21
MDW,6-Dec,8319,8302,214,205,12,28,6302,70.87,75.91,17.19,14.53,2.97,10.85,5.56,2000,54.78
MDW,7-Jan,8050,8036,132,147,14,12,6732,78.5,83.77,10.63,8.19,2.85,11.33,5.38,1304,41.64
MDW,7-Feb,6830,6809,485,430,11,81,5039,68.43,74,19.13,15.52,4.24,12.1,6.13,1770,53.44
MDW,7-Mar,8040,8033,143,140,3,16,6310,74.02,78.55,14.19,11.82,3.34,12.27,4.86,1723,48.02
MDW,7-Apr,8001,7993,86,77,7,21,6399,77.28,80.06,14.53,12.39,3.22,11.78,4.94,1594,54.46
MDW,7-May,8206,8211,45,35,13,19,6824,78.88,83.11,11.63,9.47,2.31,11.76,4.44,1387,48.05
MDW,7-Jun,8017,8011,53,55,18,21,6101,67.89,76.16,21.27,16.53,2.7,12.53,5.1,1910,63.25
MDW,7-Jul,8191,8178,46,45,26,40,6202,67.79,75.84,20.42,15.64,2.79,12.33,5.34,1976,58.13
MDW,7-Aug,8155,8118,76,65,25,73,6245,68.45,76.93,19.88,14.78,3.02,13.12,5.4,1873,57.51
MDW,7-Sep,7689,7684,41,44,10,16,6737,83.59,87.68,8.49,6.73,2,12.05,4.99,947,44.73
MDW,7-Oct,8102,8079,38,43,9,28,6810,78.86,84.29,11.11,8.69,2.31,11.43,5.26,1269,46.02
MDW,7-Nov,7604,7593,27,30,10,14,6512,82.48,85.76,8.69,7.11,2.08,10.51,5.31,1081,40.34
MDW,7-Dec,7453,7425,196,176,15,62,5245,64.15,70.64,22.46,18.25,4.08,13.15,6.41,2180,57.23
MDW,8-Jan,7566,7508,125,135,11,55,5826,72.28,77.6,18.4,13.86,3.86,12.6,6.42,1682,55.85
MDW,8-Feb,6732,6714,518,381,16,168,4875,66.24,72.61,20.94,17.34,3.98,13.35,6.43,1839,57.38
MDW,8-Mar,7710,7695,80,99,18,14,5867,71.67,76.24,15.09,12.67,2.94,11.64,5.3,1828,46.24
MDW,8-Apr,7656,7651,24,28,19,18,6376,81.4,83.34,10.41,8.88,2.14,11.13,5,1275,45.39
MDW,8-May,7633,7625,20,23,2,6,6502,82.77,85.27,9.37,8.43,1.89,11.49,4.71,1123,48.25
MDW,8-Jun,7262,7235,13,13,25,51,5674,72.78,78.42,17.26,13.97,2.32,12.37,5.25,1561,59.14
MDW,8-Jul,7382,7392,27,23,22,16,6206,79.65,83.96,13.07,10.41,1.47,11.41,5.11,1186,58.41
MDW,8-Aug,7284,7264,28,28,18,38,6272,82.24,86.34,10.65,7.87,1.22,10.7,4.73,992,50.47
MDW,8-Sep,6901,6903,65,63,9,5,6327,89.13,91.66,5.47,4.32,1.11,10.22,4.66,576,40.14
MDW,8-Oct,7226,7230,20,24,14,6,6595,87.59,91.22,6.46,4.64,1.2,9.95,4.73,635,40.17
MDW,8-Nov,6560,6569,36,35,14,5,5867,87.26,89.31,7.25,6.06,1.51,10.22,5.15,702,46.46
MDW,8-Dec,6270,6205,290,220,23,155,4293,60.62,69.19,32.5,23.62,7.82,13.71,7.13,1912,72.43
MDW,9-Jan,6174,6167,153,151,10,23,5095,77.18,82.62,11.76,8.97,2.8,12.35,6.11,1072,44.45
MDW,9-Feb,5711,5672,39,43,8,43,5086,85.36,89.67,8.25,5.48,2.85,10.67,5.38,586,45.39
MDW,9-Mar,7035,7015,41,45,13,31,6002,81.69,85.56,11.06,8.52,1.99,11.18,4.81,1013,52.78
MDW,9-Apr,7085,7091,21,23,16,7,6145,82.23,86.66,9.66,7.69,1.24,11.2,4.86,946,50.06
MDW,9-May,7275,7254,35,32,12,36,6227,80.45,85.84,10.47,7.66,2.07,11.13,4.9,1027,45.94
MDW,9-Jun,7215,7201,14,12,20,35,5897,72.99,81.89,16.07,11.48,2.36,11.94,4.98,1304,57.05
MDW,9-Jul,7523,7537,10,13,20,4,6306,72.58,83.67,13.97,8.93,1.42,11.29,5.35,1231,47.03
MDW,9-Aug,7315,7314,26,26,18,18,6030,73.07,82.44,15.51,10.94,2.17,11.48,5.27,1284,56.02
MDW,9-Sep,7029,7017,22,21,6,18,6239,82.52,88.91,8.61,5.71,1.37,11.67,4.58,778,41.67
MDW,9-Oct,7186,7184,28,39,14,8,5947,72.08,82.78,14.09,9.18,1.9,11.14,5.21,1237,44.73
MDW,9-Nov,6927,6934,31,31,8,3,6362,86.68,91.75,6.27,4.28,0.83,11.03,5.32,572,42.39
MDW,9-Dec,7019,6945,150,146,9,82,5019,59.85,72.27,22.66,15.73,4.6,15.12,6.9,1926,51.66
MDW,10-Jan,6534,6519,160,173,11,16,5243,70.37,80.43,14.15,10,2.42,12.67,6.26,1276,44.6
MDW,10-Feb,5564,5559,410,396,14,32,4678,75.74,84.15,12.59,8.95,1.96,12.86,5.66,881,49.08
MDW,10-Mar,7029,7011,69,70,20,37,5802,73.27,82.76,14.47,9.69,1.79,11.32,4.69,1209,49.18
MDW,10-Apr,7076,7080,23,26,22,15,6155,79.06,86.94,10.18,6.69,1.27,11.07,4.75,925,42.72
MDW,10-May,7344,7340,30,24,15,22,6075,72.94,82.77,14.71,10.07,2.31,11.71,4.78,1265,51.4
MDW,10-Jun,7317,7299,31,21,21,49,5543,65.14,75.94,23.2,16.86,3.57,12.53,5.28,1756,65
MDW,10-Jul,7461,7458,22,19,26,32,5951,68.19,79.79,17.89,11.86,2.14,11.63,5.51,1507,53.06
MDW,10-Aug,7335,7349,20,18,17,6,6154,74.44,83.74,13.36,9.06,1.5,10.96,5.35,1195,48.68
MDW,10-Sep,6888,6906,26,21,13,2,6085,82.1,88.11,8.32,6.21,1.8,11.32,4.96,821,40.8
MDW,10-Oct,7133,7123,29,34,12,19,5762,67.36,80.89,15,9.49,2.14,10.63,5.37,1361,40.37
MDW,10-Nov,6886,6858,23,30,10,31,5769,73.03,84.12,13.31,8.17,2.24,11.3,5.69,1089,42.61
MDW,10-Dec,6679,6667,404,370,20,65,4788,52.91,71.82,22.3,14.81,2.54,13.27,6.64,1879,46.56
MDW,11-Jan,6379,6394,129,135,23,5,4948,61.28,77.39,17.85,11.59,2.19,12.57,6.27,1446,44.25
MDW,11-Feb,5478,5465,430,439,13,18,4414,69.46,80.77,15.33,10.12,2.44,12.13,5.69,1051,45.07
MDW,11-Mar,7288,7283,23,29,13,12,6151,74.95,84.46,13.46,9.38,1.74,10.86,4.67,1132,51.22
MDW,11-Apr,7343,7277,93,102,19,75,5708,69.79,78.44,18.63,13.72,3.27,11.29,5.07,1569,57.7
MDW,11-May,7561,7546,36,33,28,47,5938,68.71,78.69,20.03,14.89,2.85,12.08,5,1608,63.92
MDW,11-Jun,7699,7680,62,48,25,57,6226,71.84,81.07,18.2,12.92,2.75,11.67,5.21,1454,61.67
MDW,11-Jul,7906,7899,21,26,16,17,6766,77.11,85.66,12.82,8.96,1.67,11.32,5.02,1133,54.96
MDW,11-Aug,7580,7570,78,96,31,22,6397,74.87,84.5,14.38,9.34,2.25,11.26,5.18,1173,53.64
MDW,11-Sep,6973,6955,26,32,14,25,5910,74.77,84.97,13.25,9.01,2.23,10.66,5.21,1045,51.45
MDW,11-Oct,7374,7363,19,25,12,12,6594,81.48,89.56,9.48,5.83,1.03,10.28,5.25,769,45.88
MDW,11-Nov,6937,6945,18,15,7,3,6331,86.12,91.16,7.32,4.76,0.86,10.52,5.21,614,44.88
MDW,11-Dec,7160,7156,17,26,3,2,6440,83.99,89.99,8.68,5.44,0.93,10.29,5.56,716,46.09
MDW,12-Jan,6361,6356,154,145,15,27,5674,83.4,89.27,9.46,7.11,1.45,11.86,5.93,682,59.05
MDW,12-Feb,6114,6118,125,126,7,2,5593,86.56,91.42,6.88,4.49,1.05,10.96,5.39,525,42.55
MDW,12-Mar,7472,7487,13,14,17,4,6469,79.35,86.4,9.71,6.96,1.6,10.67,5.24,1018,42.56
MDW,12-Apr,7413,7399,15,26,7,4,6616,83.62,89.42,8.27,5.94,1.23,10.33,4.78,783,45.23
MDW,12-May,7544,7538,30,34,17,20,6439,76.47,85.42,12.92,8.03,1.46,10.75,4.99,1099,47.31
MDW,12-Jun,7597,7604,52,32,22,38,6235,72.34,82,14.02,10.01,1.87,10.52,5.55,1369,47.83
MDW,12-Jul,7918,7908,31,37,30,31,6175,66.37,78.09,19.35,13.27,3.24,10.85,5.78,1733,53.28
MDW,12-Aug,7597,7585,26,35,19,29,6287,72.09,82.89,15.24,10.13,2.41,10.74,5.95,1298,51.73
MDW,12-Sep,6961,6959,6,14,14,3,6285,84.56,90.31,8.11,5.61,1.25,10.22,5.57,674,47.23
MDW,12-Oct,7340,7298,114,120,11,44,6220,75.76,85.23,13.1,8.17,2.62,10.44,6.13,1078,47.02
MDW,12-Nov,6730,6720,36,33,7,16,5860,77.68,87.2,13.12,8.74,1.4,10.21,5.96,860,59
MDW,12-Dec,6779,6783,129,138,22,11,5427,65.42,80.01,17.27,10.57,2.07,11.2,6.4,1356,46.13
MDW,13-Jan,6497,6486,26,32,5,7,5483,73.94,84.54,12.24,7.39,2.73,11.84,6.58,1003,39.43
MDW,13-Feb,5852,5838,191,186,14,34,5008,75.82,85.78,11.86,7.04,2.67,13.04,6.51,830,39.73
MDW,13-Mar,7345,7337,169,184,13,6,5949,71.46,81.08,14.46,10.85,2.04,11.91,5.97,1388,49.23
MDW,13-Apr,7522,7501,60,54,11,38,6033,73.49,80.43,15.31,12.51,3.15,11.38,5.84,1468,56.54
MDW,13-May,7789,7755,35,33,24,61,6188,70.6,79.79,16.23,11.57,3.35,11.46,5.77,1567,50.01
MDW,13-Jun,7971,7923,99,64,21,104,5699,59.37,71.93,25.33,17.81,5.41,12.03,7.14,2224,58.31
MDW,13-Jul,8300,8301,39,40,22,18,6409,64.84,77.21,18.52,12.56,3.26,11.55,7.08,1892,48.35
MDW,13-Aug,8047,8012,20,17,10,53,6107,62.12,76.22,18.76,12.94,4.02,11.76,7.1,1905,47.08
MDW,13-Sep,7427,7416,10,14,15,16,6039,73.3,81.43,14.23,10.49,2.78,11.81,6.24,1377,48.55
MDW,13-Oct,7722,7712,7,5,4,17,6298,72.38,81.66,11.99,8.35,2.71,11.75,6.41,1414,35.94
MDW,13-Nov,6877,6869,13,12,11,21,5489,69.91,79.91,14.94,10.13,3.13,11.22,6.63,1380,42.82
MDW,13-Dec,7185,7181,55,60,10,11,4287,41.74,59.7,30.17,20.63,4.84,14.23,8.18,2894,46.53
MDW,14-Jan,5514,5416,1045,958,25,203,3546,54.64,65.47,34.65,26.48,10.43,16.72,10.32,1870,72.26
MDW,14-Feb,5597,5580,448,444,12,35,4192,65.23,75.13,18.53,13.87,3.72,12.5,6.71,1388,49.56
MDW,14-Mar,7308,7293,99,113,8,12,5663,66.78,77.65,15.71,11.2,2.55,12.32,5.82,1630,42.43
MDW,14-Apr,7401,7388,27,27,12,21,5781,67.59,78.25,15.88,11.54,2.31,11.57,5.69,1607,45.82
MDW,14-May,7511,7449,123,109,22,98,5544,61.19,74.43,24.72,16.23,4.44,11.68,5.9,1905,57.35
MDW,14-Jun,7725,7670,98,69,25,110,5600,61.17,73.01,25.79,18.55,4.32,13.08,6.89,2070,64.2
MDW,14-Jul,8127,8128,48,62,28,14,6400,66.17,78.74,19.38,12.79,1.86,11.67,6.83,1728,54.68
MDW,14-Aug,7781,7759,25,25,19,50,5974,67.13,76.99,19.98,13.6,4.02,13.05,7.62,1785,53.82
MDW,14-Sep,7037,7024,363,334,15,53,5545,75.27,78.94,15.82,14.03,3.82,13.51,6.32,1479,61.23
MDW,14-Oct,7681,7674,162,169,8,7,5736,70.6,74.75,14.83,13.24,3.39,13.03,6.53,1938,46.75
MDW,14-Nov,6968,6967,45,42,7,6,5965,79.51,85.62,10.57,7.87,1.47,12.6,7.04,1002,47.66
MDW,14-Dec,7141,7135,38,42,8,12,5894,74.54,82.61,12.83,9.38,1.5,11.94,6.74,1241,47.11
MDW,15-Jan,6500,6473,236,210,13,63,5233,73.78,80.84,14.79,11.07,3.3,15.06,7.8,1240,51.15
MDW,15-Feb,5576,5583,461,438,6,23,4472,73.67,80.1,13.95,11.19,2.96,14.88,8.05,1111,49.56
MDW,15-Mar,7173,7106,257,275,12,60,5866,76.08,82.55,13.33,10.63,3.39,12.03,6.75,1240,53.74
MDW,15-Apr,7364,7336,72,65,8,43,6235,80.64,84.99,10.86,9.16,2.75,12.05,6.55,1101,53.97
MDW,15-May,7465,7471,97,88,29,32,6182,75.75,82.75,14.55,11.21,2.18,12.42,7.37,1289,59.09
MDW,15-Jun,7708,7690,233,216,48,80,5822,65.49,75.71,20.81,15.47,3.86,13.36,8.05,1868,58.45
MDW,15-Jul,8253,8246,65,62,41,51,6446,67.44,78.17,19.36,14.25,3.44,13.18,8.72,1800,60.25
MDW,15-Aug,7847,7833,43,52,38,43,6566,75.42,83.82,14.22,10.38,2.47,12.69,8.08,1267,58.44
MDW,15-Sep,7300,7294,10,10,14,19,6484,83.58,88.89,9.38,6.71,1.85,12.77,7.24,810,54.01
MDW,15-Oct,7598,7601,7,9,12,3,6955,87.34,91.5,6.71,5.05,0.99,12.32,6.68,646,48.81
MDW,15-Nov,6761,6730,143,132,11,54,5929,82.56,88.1,10.31,7.67,2.04,12.4,7.04,801,56.87
MDW,15-Dec,6738,6716,342,305,22,85,5491,73.58,81.76,15.52,11.41,3.45,12.52,7.72,1225,56.67
MDW,16-Jan,6523,6509,144,154,12,13,5678,81.93,87.23,8.87,6.59,1.79,12.87,7.39,831,44.57
MDW,16-Feb,5941,5922,260,243,7,43,5310,86.4,89.67,8.53,7.14,2.15,12.82,6.85,612,61.54
MDW,16-Mar,7129,7136,183,183,15,11,6187,82.69,86.7,9.14,7.19,1.62,12.28,6.13,949,46.16
MDW,16-Apr,7253,7261,35,32,11,4,6233,83.55,85.84,8.45,7.52,1.84,12.19,5.81,1028,43.99
MDW,16-May,7438,7418,86,88,22,40,6246,80.55,84.2,10.8,9.12,2.5,12.21,6.09,1172,50.22
MDW,16-Jun,7779,7800,104,108,34,8,6442,75.87,82.59,12.89,10.76,2.14,11.78,6.31,1358,55.13
MDW,16-Jul,7834,7788,275,271,31,81,5987,68.65,76.87,21.02,16.82,3.85,12.47,7.05,1801,68.13
MDW,16-Aug,7759,7767,44,52,33,19,6497,78.26,83.65,11.48,9.44,2.69,12.41,6.75,1270,50.67
MDW,16-Sep,7242,7238,24,31,13,8,6466,86.63,89.33,7.2,5.91,1.53,12.42,6.06,772,46.63
MDW,16-Oct,7487,7493,29,31,11,2,6878,87.95,91.79,6.02,4.23,1.04,12.51,6.42,615,41.23
MDW,16-Nov,6855,6827,29,34,9,29,5969,84.87,87.43,8.47,6.82,2.39,11.99,6.69,858,46.01
MDW,16-Dec,6790,6774,349,357,19,27,5394,72.28,79.63,16.26,11.49,3.04,13.13,7.82,1380,50.11
MDW,17-Jan,6393,6356,210,204,11,55,5232,80.43,82.32,11.79,10.27,3.46,12.49,6.99,1124,51.61
MDW,17-Feb,5735,5694,73,78,6,42,5112,87.24,89.78,7.38,5.73,0,11.11,6.62,582,47.62
MDW,17-Mar,7117,7101,178,179,7,21,6034,81.72,84.97,9.71,7.7,2.61,12.5,6.3,1067,42.34
MDW,17-Apr,7068,7061,52,60,18,16,6036,82.97,85.48,10.03,8.83,0,11.97,6.15,1025,53.36
MDW,17-May,7419,7422,14,13,10,8,6228,79.27,83.91,11.38,9.31,1.69,11.61,5.94,1194,50.09
MDW,17-Jun,7737,7753,87,87,29,14,6157,70.96,79.41,17.53,13.78,2.45,12.5,7.04,1596,60.23
MDW,17-Jul,7976,7966,88,85,21,34,6195,69.53,77.77,17.37,12.97,3.13,12.44,6.94,1771,52.72
MDW,17-Aug,7780,7763,163,178,10,13,6132,72.79,78.99,14.83,11.92,2.45,12.36,6.93,1631,49.85
MDW,17-Sep,6998,6985,164,161,15,28,6068,81.58,86.87,10.81,8.01,2.73,11.34,5.15,917,53.46
MDW,17-Oct,7473,7467,47,46,6,13,6504,81.61,87.1,9.88,7.08,1.67,11.99,5.42,963,46.58
MDW,17-Nov,7041,6986,39,49,6,50,6068,81.42,86.86,11.12,7.13,2.95,11.79,5.34,918,45.96
MDW,17-Dec,7075,7083,123,126,14,4,5440,66.33,76.8,17.64,12.02,3.07,12.98,6.32,1643,45.72
MDW,18-Jan,6487,6467,284,287,13,29,5294,73.02,81.86,13.66,9.72,2.56,13.18,6.04,1173,46.71
MDW,18-Feb,5276,5240,586,531,8,96,4309,73.54,82.23,14.76,9.79,2.67,13.38,5.66,931,48.81
MDW,18-Mar,7214,7217,153,157,7,2,6143,75.58,85.12,12.14,8.21,1.24,11.58,4.54,1074,47.14
MDW,18-Apr,7318,7314,102,112,13,4,5963,71.03,81.53,16.52,11.28,1.82,11.89,5.13,1351,53.75
MDW,18-May,7528,7518,126,136,16,18,5972,66.59,79.44,19.75,12.55,2.27,12.51,5.41,1546,55.14
MDW,18-Jun,7628,7625,190,190,29,31,5963,64.39,78.2,20.09,13.03,2.5,13.42,5.74,1662,54.29
MDW,18-Jul,8006,8022,127,137,30,4,6324,64.35,78.83,20.28,13.03,2.31,11.78,6.12,1698,55.48
MDW,18-Aug,7665,7660,149,149,27,33,6033,66.61,78.76,18.87,12.69,3.22,12.34,6.17,1627,54.3
MDW,18-Sep,7109,7086,85,92,18,31,6117,78.31,86.33,12.94,8.07,2.66,12.01,5.65,969,51.42
MDW,18-Oct,7515,7509,20,19,10,19,6403,76.79,85.27,12.09,7.95,2.33,11.75,5.7,1106,45.54
MDW,18-Nov,6900,6906,137,133,13,8,5721,73.48,82.84,13.6,9.51,2.08,12.83,6.09,1185,47.64
MDW,18-Dec,6973,6973,73,70,8,10,5654,67.8,81.08,16.79,10.57,2.13,12.93,6.73,1319,49.11
MDW,19-Jan,5659,5634,782,796,9,22,4672,69.71,82.93,16.11,9.1,3.27,15.67,6.85,962,45.76
MDW,19-Feb,5126,5111,553,537,10,38,3977,64.73,77.81,21.4,13.63,3.46,13.59,6.21,1134,56.31
Sub-Total for MDW,,1380364,1378092,21277,20849,2864,5614,1129965,75.01,81.99,13.93,10.56,2.69,12.42,5.83,248127,51.54
MEM,3-Jun,3847,3847,33,36,10,6,3295,87.89,85.65,7.51,7.79,3.92,14.55,5.82,552,44.16
MEM,3-Jul,4051,4067,130,111,12,16,3392,87.63,83.4,8.71,10.53,4.85,14.4,5.69,675,56.11
MEM,3-Aug,4148,4126,55,59,12,33,3471,86.57,84.13,8.15,9.41,4.48,14.9,5.54,655,51.33
MEM,3-Sep,3737,3744,33,31,11,4,3369,91.78,89.98,5.32,5.41,3.49,14.38,4.96,375,42.06
MEM,3-Oct,3907,3912,20,16,3,1,3534,92.27,90.34,4.18,5.03,3.44,14.48,5.1,378,38.31
MEM,3-Nov,3707,3707,42,42,10,10,3120,87.21,84.17,7.59,8.35,4.34,14.59,5.21,587,42.8
MEM,3-Dec,4169,4172,44,47,5,1,3454,87.22,82.79,7.78,8.7,3.95,15.74,5.2,718,41.64
MEM,4-Jan,4056,4073,92,79,4,2,3316,85.18,81.41,9.05,11.36,4.6,14.56,6.89,757,53
MEM,4-Feb,3880,3877,38,39,5,2,3090,84.69,79.7,8.4,10.55,5.38,15.3,5.81,787,44.16
MEM,4-Mar,4220,4207,50,46,9,26,3610,86.99,85.81,8.91,8.2,4.05,14.11,5.78,597,47.89
MEM,4-Apr,3852,3858,35,28,5,3,3393,89.2,87.95,6.39,6.69,3.7,15.13,5.41,465,43.67
MEM,4-May,4004,4009,65,65,20,16,3214,82.92,80.17,11.83,13.21,6.06,15.11,6.38,795,57.86
MEM,4-Jun,3838,3846,72,68,14,7,2824,76.97,73.43,13.31,15.96,7,15.68,7.49,1022,52.8
MEM,4-Jul,3893,3895,65,64,10,11,3097,80.43,79.51,12.07,12.16,5.03,15.95,7.41,798,51.09
MEM,4-Aug,3906,3913,44,43,7,7,3333,87.43,85.18,7.25,8.43,3.43,14.92,5.64,580,48.19
MEM,4-Sep,3857,3862,87,84,1,0,3474,90.02,89.95,6.22,5.84,2.8,15.46,7.09,388,46.52
MEM,4-Oct,3968,3985,33,33,6,7,3307,86.79,82.99,7.43,9.69,5.05,16.26,7.22,678,46.39
MEM,4-Nov,4146,4148,39,37,2,3,3291,82.39,79.34,9.69,10.62,5.46,16.25,6.84,857,42.82
MEM,4-Dec,4268,4261,129,114,4,17,3308,76.62,77.63,14.3,12.5,5.09,17.77,7.89,953,47.81
MEM,5-Jan,4179,4190,81,79,7,1,3372,82.34,80.48,9.67,10.61,4.98,15.58,6.35,818,45.75
MEM,5-Feb,3831,3826,60,64,3,1,3109,84.52,81.26,8.67,11.12,5.16,15.56,6.06,717,50.15
MEM,5-Mar,4340,4346,72,69,7,4,3506,83.5,80.67,9.87,10.92,4.97,15.32,5.98,840,47.03
MEM,5-Apr,4501,4505,69,71,10,4,3864,87.09,85.77,7.16,8.43,4.18,15.14,6.46,641,48.35
MEM,5-May,4448,4457,33,35,10,0,3942,90.13,88.45,5.6,6.55,3.01,14.56,6.06,515,45.83
MEM,5-Jun,4115,4122,58,57,15,8,3435,83.09,83.33,9.78,10.07,3.57,15.93,6.14,687,51.74
MEM,5-Jul,4039,4031,109,109,15,22,3111,77.27,77.18,15.81,14.08,4.3,16.09,6.26,920,55.84
MEM,5-Aug,4035,4072,116,117,19,4,3277,80,80.48,12,11.99,3.29,16.21,5.79,795,55.17
MEM,5-Sep,3770,3771,100,96,7,14,3214,85.04,85.23,8.92,8.72,3.03,15.12,6.02,557,50.13
